positivity	majorType	cellType	newMajor	newCellType	Review	Comment	count	clusters		
CD31_GZMB_MPO	Endothelial cells	Endothelial cells	NA	NA	T	NA	9419	Endothelial cells		
CD31_GZMB_MPO	Endothelial cells	Endothelial cells	NA	NA	T					
CD31_IDO	Endothelial cells	Endothelial cells	NA	NA	T	NA	464	Excluded Endothelial cells		
CD31_IDO_LAG3	Endothelial cells	Endothelial cells	Endothelial cells	Endothelial cells	TRUE	LowerConf Endothelial cells	108	Excluded Endothelial cells	"Vimentin,CD31"	
CD31_IDO_LAG3	Endothelial cells	Endothelial cells	NA	NA	T					
CD31_IDO_LAG3_VISTA	Endothelial cells	Endothelial cells	NA	NA	T	NA	464	Excluded Endothelial cells		
CD31_IDO_MCT4_PDL1	Endothelial cells	Endothelial cells	NA	NA	T	FastPG_False	Endothelial cells	4419	Endothelial cells	
CD31_IDO_PDL1	Endothelial cells	Endothelial cells	Endothelial cells	Endothelial cells	TRUE	LowerConf Endothelial cells|Endothelial cells	4540	Excluded Endothelial cells_Endothelial cells	"Vimentin,CD31"	
CD31_IDO_PDL1	Endothelial cells	Endothelial cells	NA	NA	T	NA	4487	Endothelial cells		
CD31_IDO_PDL1	Endothelial cells	Endothelial cells	NA	NA	T					
CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	T	NA	1172	Excluded Endothelial cells		
CD31_MHCII	Endothelial cells	Endothelial cells	Endothelial cells	Endothelial cells	TRUE	LowerConf Endothelial cells	3912	Excluded Endothelial cells	"Vimentin,CD31"	
CD31_MHCII	Endothelial cells	Endothelial cells	NA	NA	T					
CD31_MPO	Endothelial cells	Endothelial cells	Endothelial cells	Endothelial cells	TRUE	LowerConf Endothelial cells	7221	Excluded Endothelial cells	"Vimentin,CD31"	
CD31_MPO	Endothelial cells	Endothelial cells	NA	NA	T	NA	1350	Excluded Endothelial cells		
CD31_MPO	Endothelial cells	Endothelial cells	NA	NA	T					
CD31_panactin	Endothelial cells	Endothelial cells	Endothelial cells	Endothelial cells	TRUE	Endothelial cells|LowerConf Endothelial cells	6165	Endothelial cells_Excluded Endothelial cells	"Vimentin,CD31"	
CD31_panactin	Endothelial cells	Endothelial cells	NA	NA	T	NA	4537	Endothelial cells		
CD31_panactin	Endothelial cells	Endothelial cells	NA	NA	T					
CD31_panCK	Epithelial cells	Epithelial cells	Ambiguous	Ambiguous	F	NA	26004	Epithelial cells		
CD31_panCK	Epithelial cells	Epithelial cells	Ambiguous	Ambiguous	FALSE	Epithelial cells	25079	Epithelial cells		
CD31_VISTA	Endothelial cells	Endothelial cells	Endothelial cells	Endothelial cells	TRUE	LowerConf Endothelial cells	111	Excluded Endothelial cells	"Vimentin,CD31"	
CD31_VISTA	Endothelial cells	Endothelial cells	NA	NA	T					
CD38	CD8 T cells	Plasma cells	CD8 T cells	CD8 T cells	FALSE	CD38+ CD8 T cells	8822	CD8		
CD38	Endothelial cells	Plasma cells	Endothelial cells	Endothelial cells	FALSE		14486	Endothelial cells		
CD38	Epithelial cells Region	Plasma cells	Epithelial cells	Epithelial cells	F	NA	15602			
CD38	Epithelial cells Region	Plasma cells	Epithelial cells	Epithelial cells	FALSE	Epithelial cells	15602	Epithelial cells	"panCK,CAM52"	
CD38	Macrophages	Plasma cells	Macrophages	Macrophages	FALSE		14462	Macrophages		
CD38	Epithelial cells	Plasma cells	Unassigned	Unassigned	FALSE		77542	Epithelial cells		
CD38	Leukocytes	Plasma cells	Unassigned	Unassigned	FALSE		56361	Leukocytes		
CD38	Unassigned	Plasma cells	Unassigned	Unassigned	F	flowSOM_NF	20	Excluded Leukocytes		
CD38	Epithelial cells	Plasma cells	Unassigned	Unassigned	FALSE	Epithelial cells	38647	Epithelial cells		
CD38_CD4_CD56_CD79a_CLEC9a_IDO_KIR2DL3_LAG3_TCRd_TIM3	CD4 T cells	Cytotoxic lymphocytes	Ambiguous	Ambiguous	F	FastPG_False	CD4 T cells	894	CD4 T cells	
CD38_CD4_CD79a_CLEC9a_IDO_KIR2DL3_TCRd	Ambiguous	Tgd	Ambiguous	Ambiguous	F	NA	39	Excluded CD4		
CD38_CD4_CD79a_CLEC9a_IDO_KIR2DL3_TCRd	Epithelial cells	Tgd	Ambiguous	Ambiguous	F	NA	33	Excluded CD4		
CD38_CD45_CD66b_CLEC9a_IDO_KIR2DL3_LAG3_MCT4_PDL1_TCRd	Leukocytes	Tgd	Leukocytes	Leukocytes	F	NA	86	Excluded CD4		
CD38_CD45_CD66b_IDO_KIR2DL3_PDL1_TCRd	Leukocytes	Tgd	T cells	Tgd	F	Rpheno_NF	150	Excluded CD4 T cells		
CD38_CD45_CD79a_CLEC9a_VISTA	B cells	Plasma cells	NA	NA	T	NA	702	Excluded B cells		
CD38_CD45_CLEC9a	Leukocytes	Plasma cells	Leukocytes	Leukocytes	F	NA	52	Excluded Leukocytes		
CD38_CD45_CLEC9a_IDO_KIR2DL3_LAG3_PDL1_TCRd	Leukocytes	Tgd	Leukocytes	Leukocytes	F	NA	133	Excluded CD4		
CD38_CD45_CLEC9a_KIR2DL3_PDL1_TCRd	Leukocytes	Tgd	Leukocytes	Leukocytes	F	NA	357	Excluded CD4		
CD38_CD56_CD68_CD79a_CLEC9a_LAG3_VISTA	Ambiguous	Plasma cells	B cells	Plasma cells	F					
CD38_CD56_CD68_CD79a_CLEC9a_LAG3_VISTA	Epithelial cells Region	Plasma cells	B cells	Plasma cells	F	NA	7			
CD38_CD56_CD68_CD79a_CLEC9a_LAG3_VISTA	Epithelial cells Region	Plasma cells	B cells	Plasma cells	FALSE	LowerConf B cells	7	Excluded B cells	"Vimentin,CD45,CD79a,CD38"	
CD38_CD56_CD68_CD79a_CLEC9a_LAG3_VISTA	B cells	Plasma cells	NA	NA	T	NA	666	Excluded B cells		
CD38_CD56_CD79a_KIR2DL3_LAG3_VISTA	B cells	Lymphocytes	B cells	Plasma cells	F	NA	LowerConf B cells	1429		
CD38_CD56_CD79a_KIR2DL3_LAG3_VISTA	B cells	Lymphocytes	B cells	Plasma cells	FALSE	LowerConf B cells	1429	Excluded B cells	"Vimentin,CD45,CD79a,CD38"	
CD38_CD56_CD79a_LAG3_VISTA	B cells	Plasma cells	B cells	Plasma cells	TRUE	LowerConf B cells	3490	Excluded B cells	"Vimentin,CD45,CD79a,CD38"	
CD38_CD56_CD79a_LAG3_VISTA	B cells	Plasma cells	NA	NA	T					
CD38_CD66b_MHCII_panCK	Epithelial cells	Epithelial cells	NA	NA	T	FastPG_False	Epithelial cells	19488	Epithelial cells	
CD38_CD66b_MHCII_panCK_PD1_TCRd	Epithelial cells	Epithelial cells	NA	NA	T	NA	119	Excluded Epithelial cells		
CD38_CD66b_panCK	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	TRUE	LowerConf Epithelial cells	10526	Excluded Epithelial cells	"panCK,CAM52"	
CD38_CD66b_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	119	Excluded Epithelial cells		
CD38_CD66b_panCK	Epithelial cells	Epithelial cells	NA	NA	T					
CD38_CD66b_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	2698	Excluded Epithelial cells		
CD38_CD68	Macrophages	Macrophages	NA	NA	T	flowSOM_NF	1270	Epithelial cells		
CD38_CD79a	B cells	Plasma cells	NA	NA	T	NA	17750	B cells		
CD38_CD79a_GZMB_LAG3_VISTA	B cells	Plasma cells	B cells	Plasma cells	TRUE	LowerConf B cells	57	Excluded B cells	"Vimentin,CD45,CD79a,CD38"	
CD38_CD79a_GZMB_LAG3_VISTA	B cells	Plasma cells	NA	NA	T	NA	LowerConf B cells	57		
CD38_CD79a_GZMB_MPO	B cells	Plasma cells	NA	NA	T	NA	1636	B cells		
CD38_CD79a_GZMB_VISTA	B cells	Plasma cells	NA	NA	T					
CD38_CD79a_LAG3_VISTA	B cells	Plasma cells	B cells	Plasma cells	TRUE	LowerConf B cells	1402	Excluded B cells	"Vimentin,CD45,CD79a,CD38"	
CD38_CD79a_LAG3_VISTA	B cells	Plasma cells	NA	NA	T					
CD38_CD79a_VISTA	B cells	Plasma cells	NA	NA	T	NA	1895	Excluded B cells		
CD38_panCK	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	TRUE	LowerConf Epithelial cells|Epithelial cells	39341	Excluded Epithelial cells_Epithelial cells	"panCK,CAM52"	
CD38_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	56319	Epithelial cells		
CD38_panCK	Epithelial cells	Epithelial cells	NA	NA	T					
CD4	CD4 T cells	CD4+ Myeloid cells	CD4	CD4	F	P2	59930	CD4		
CD4	CD4 T cells	CD4+ Myeloid cells	CD4	CD4	FALSE	P2	590	CD4		
CD4	CD4 T cells	CD4+ Myeloid cells	CD4 T cells	CD4 T cells	F					
CD4	CD4 T cells	CD4+ Myeloid cells	CD4 T cells	CD4 T cells	FALSE	LowerConf CD4 T cells	738	Excluded CD4 T cells	"Vimentin,CD45,CD3,CD4"	
CD4_CD16	CD4 T cells	CD4	NA	NA	TRUE		5131	CD4		
CD4_CD38	CD4 T cells	CD4	NA	NA	TRUE		6767	CD4		
CD4_CD45	CD4 T cells	CD4+ Myeloid cells	CD4	CD4	F	NA	6825	CD4		
CD4_CD45_CLEC9a_LAG3_panactin	CD4 T cells	CD4+ Myeloid cells	CD4	CD4	F	NA	50	Excluded CD4		
CD4_CD45_panactin	CD4 T cells	CD4+ Myeloid cells	CD4	CD4	F	P2	489	Excluded CD4		
CD4_CD45_panactin_VISTA	CD4 T cells	CD4+ Myeloid cells	CD4	CD4	F	NA	490	Excluded CD4		
CD4_CD79a	Ambiguous	Ambiguous	NA	NA	T	11	3938	11		
CD4_CD79a	Epithelial cells Region	Epithelial cells Region	NA	NA	T	11	721	11	"panCK,CAM52"	
CD4_CD79a_CLEC9a_IDO_KIR2DL3_LAG3_TCRd	Ambiguous	Tgd	Ambiguous	Ambiguous	F	NA	133	Excluded CD4		
CD4_CD79a_CLEC9a_IDO_KIR2DL3_LAG3_TCRd	Epithelial cells	Tgd	Ambiguous	Ambiguous	F	NA	85	Excluded CD4		
CD4_CD8a_IDO_PD1	CD4 T cells	PD1+CD27+ CD8 T cells	T cells	T cells DP	F					
CD4_CD8a_IDO_PD1	CD4 T cells	PD1+CD27+ CD8 T cells	T cells - Other	T cells DP	FALSE	CD4 T cells	1904	CD4 T cells	"Vimentin,CD45,CD3,CD4,CD8a"	
CD4_IDO_KIR2DL3_TCRd	CD4 T cells	Tgd	Ambiguous	Ambiguous	F	NA	159	Excluded CD4		
CD4_IDO_TCRd	CD4 T cells	CD4 T cells	NA	NA	T	NA	170	Excluded CD4 T cells		
CD4_panCK	Ambiguous	Ambiguous	NA	NA	T	9	4489	9		
CD4_panCK	Epithelial cells Region	Epithelial cells Region	NA	NA	T	9	6291	9	"panCK,CAM52"	
CD45	Leukocytes	Leukocytes	NA	NA	TRUE		2428	CD4_Excluded CD4_Excluded Leukocytes		
CD45	Leukocytes	Leukocytes	NA	NA	TRUE		170	Excluded Leukocytes		
CD45_CD66b_IDO_KIR2DL3_PDL1_TCRd	Leukocytes	Tgd	Leukocytes	Leukocytes	F	NA	151	Excluded CD4		
CD45_CD68	Macrophages	Macrophages	NA	NA	T	flowSOM_NF	166	Excluded Leukocytes		
CD45_CD68_CD8a	CD8 T cells	Macrophages	CD8 T cells	CD8 T cells	F	Rpheno_NF	4422	CD8 T cells		
CD45_CD8a	CD8 T cells	CD8 T cells	CD8 T cells	CD8 T cells	TRUE	LowerConf CD8 T cells	773	Excluded CD8 T cells	"Vimentin,CD45,CD3,CD8a"	
CD45_CD8a	CD8 T cells	CD8	NA	NA	TRUE		275	CD8		
CD45_CD8a	CD8 T cells	CD8 T cells	NA	NA	T					
CD45_CLEC9a	Leukocytes	Leukocytes	Myeloid cells	mDC	F					
CD45_CLEC9a	Leukocytes	Leukocytes	Myeloid cells	mDC	FALSE	LowerConf CD4 T cells	2056	Excluded CD4 T cells	"Vimentin,CD45,CD11b,CD11c"	
CD45_CLEC9a	Leukocytes	Leukocytes	NA	NA	T	NA	2338	CD4_Excluded Leukocytes		
CD45_CLEC9a_GZMB_MPO	Leukocytes	Neutrophils	Myeloid cells	Neutrophils	F	FastPG_False	CD4 T cells	5986	CD4 T cells	
CD45_CLEC9a_KIR2DL3_panCK	CD4 T cells	CD4	Epithelial cells	Epithelial cells	F	NA	1961	CD4		
CD45_CLEC9a_KIR2DL3_panCK_TCRd	Epithelial cells	Tgd	Epithelial cells	Epithelial cells	F	NA	241	Excluded CD4		
CD45_CLEC9a_panCK	Epithelial cells	Epithelial cells	Leukocytes	Leukocytes	F	NA	529	Excluded Leukocytes_Excluded CD4		
CD45_CLEC9a_panCK	Leukocytes	Leukocytes	NA	NA	T	NA	7236	Leukocytes		
CD45_CLEC9a_PDL1_TCRd	Leukocytes	Tgd	Leukocytes	Leukocytes	F	NA	297	Excluded CD4		
CD45_KIR2DL3_PDL1_TCRd	Leukocytes	Tgd	T cells	Tgd	F	NA	Macrophages	2670		
CD45_KIR2DL3_PDL1_TCRd	Leukocytes	Tgd	T cells - Other	Tgd	FALSE	LowerConf CD4 T cells	812	Excluded CD4 T cells	"Vimentin,CD45,CD3,TCRd,KIR2DL3"	
CD45_MHCII_panCK	Epithelial cells	Epithelial cells	NA	NA	T	flowSOM_NF	98	Excluded Leukocytes		
CD45_panCK	Epithelial cells	Epithelial cells	NA	NA	T	flowSOM_NF	848	Excluded Leukocytes		
CD45_panCK_TIM3	Epithelial cells	Epithelial cells	NA	NA	T	flowSOM_NF	202	Excluded Leukocytes		
CD45_PDL1	Leukocytes	Leukocytes	NA	NA	T	NA	219	Excluded CD4		
CD45_PDL1_TCRd	Leukocytes	Tgd	T cells	Tgd	F					
CD56	Epithelial cells Region	NK cells	Epithelial cells	Epithelial cells	F	NA	2008	Epithelial cells		
CD56	Epithelial cells Region	NK cells	Epithelial cells	Epithelial cells	FALSE	Epithelial cells	2008	Epithelial cells	"panCK,CAM52"	
CD56	Epithelial cells	NK cells	Unassigned	Unassigned	F					
CD56	Unassigned	NK cells	Unassigned	Unassigned	F	Do not assign to major	Epithelial cells	36768	Epithelial cells	"Vimentin,CD45,CD16,CD56,KIR2DL3"
CD56	Unassigned	NK cells	Unassigned	Unassigned	F	FastPG_False	Epithelial cells	25229	Epithelial cells	
CD56	Epithelial cells	NK cells	Unassigned	Unassigned	FALSE	Epithelial cells	34760	Epithelial cells		
CD56_CAIX	Epithelial cells	NK cells	Unassigned	Unassigned	FALSE		3724	Epithelial cells		
CD56_CAIX_CD66b	Epithelial cells	Epithelial cells	Unassigned	Unassigned	F		22038	Epithelial cells		
CD56_CD11b_CD66b	Myeloid cells	Granulocytes	Myeloid cells	Myeloid cells	FALSE		113	Myeloid cells		
CD56_CD3	T cells	Cytotoxic lymphocytes	T cells	T cells	FALSE		96	Excluded T cells		
CD56_CD4_IDO	CD4 T cells	Lymphocytes	CD4	CD4	FALSE		218	Excluded CD4		
CD56_CD45_IDO_CD38_MCT4_PDL1	Leukocytes	NK cells	NA	NA	TRUE		133	Excluded CD4		
CD56_CLEC9a_KIR2DL3_panactin_TIM3	Leukocytes	NK cells	NA	NA	T	NA	8914	Leukocytes		
CD56_CLEC9a_LAG3_panactin_TIM3	Epithelial cells Region	NK cells	Epithelial cells	Epithelial cells	F	NA	1426	Epithelial cells		
CD56_CLEC9a_LAG3_panactin_TIM3	Epithelial cells Region	NK cells	Epithelial cells	Epithelial cells	FALSE	Epithelial cells	1426	Epithelial cells	"panCK,CAM52"	
CD56_CLEC9a_LAG3_panactin_TIM3	Epithelial cells	NK cells	Unassigned	Unassigned	F					
CD56_CLEC9a_LAG3_panactin_TIM3	Unassigned	NK cells	Unassigned	Unassigned	F	Do not assign to major	Epithelial cells	18831	Epithelial cells	"Vimentin,CD45,CD16,CD56,KIR2DL3"
CD56_CLEC9a_LAG3_panactin_TIM3	Epithelial cells	NK cells	Unassigned	Unassigned	FALSE	Epithelial cells	17405	Epithelial cells		
CD56_CLEC9a_panactin_TIM3	Leukocytes	NK cells	NA	NA	T	NA	8914	Leukocytes		
CD56_CLEC9a_panactin_TIM3	Epithelial cells	NK cells	Unassigned	Unassigned	F	Rpheno_NF	25184	Epithelial cells		
CD56_MHCII_panactin_CD79a_CD20_CD11c_CD66b	B cells	B cells	NA	NA	TRUE		7797	B cells		
CD56_MHCII_PD1_CD11c_CD66b	Epithelial cells	Epithelial cells	Unassigned	Unassigned	F		3517	Epithelial cells		
CD56_MHCII_PD1_panCK_CAIX_CD66b	Epithelial cells	Epithelial cells	NA	NA	TRUE		494	Excluded Epithelial cells		
CD56_MHCII_PD1_panCK_CD11c_CD66b	Epithelial cells	Epithelial cells	NA	NA	TRUE		9326	Excluded Epithelial cells		
CD56_MHCII_PD1_panCK_CD11c_CD66b_CD103	Epithelial cells	Epithelial cells	NA	NA	TRUE		2493	Excluded Epithelial cells		
CD56_MHCII_PD1_panCK_CD16_CD11c_CD66b_CD38	Epithelial cells	Epithelial cells	NA	NA	TRUE		5345	Excluded Epithelial cells		
CD56_MHCII_PD1_panCK_CD73_CAIX_CD11c_CD66b	Epithelial cells	Epithelial cells	NA	NA	TRUE		2779	Excluded Epithelial cells		
CD56_panCK_MCT4	Epithelial cells	Epithelial cells	NA	NA	TRUE		749	Excluded Epithelial cells		
CD56_TIM3_CD20_CD8a_PD1_CD103	Ambiguous	Lymphocytes	Ambiguous	Ambiguous	FALSE		100	Excluded CD8		
CD56_TIM3_CD20_CD8a_PD1_CD103	Epithelial cells	Lymphocytes	Ambiguous	Ambiguous	FALSE		24	Excluded CD8		
CD56_TIM3_CD68_PD1_panCK_CD66b	Epithelial cells	Epithelial cells	NA	NA	TRUE		1211	Excluded Epithelial cells		
CD56_TIM3_MHCII_CD14_PD1_panCK_CD73_CD11c_CD66b_MCT4_PDL1	Epithelial cells	Epithelial cells	NA	NA	TRUE		2245	Excluded Epithelial cells		
CD56_TIM3_MHCII_CD16_CD11c	Macrophages	mDC	Macrophages	Macrophages	FALSE	CD11c and CD56 alone are noisy	16393	Macrophages		
CD56_TIM3_MHCII_CD8a_IDO_CD11c_CD66b	CD8 T cells	mDC	CD8	CD8	F		2869	CD8		
CD56_TIM3_MHCII_panactin_CD3_CD8a_CD11c_CD103	CD8 T cells	mDC	CD8	CD8 Trm	FALSE		130	Excluded CD8		
CD56_TIM3_panactin_CD14_CD3_CD73_CAIX_CD66b_LAG3_TCRd_MCT4	Monocytes	Cytotoxic lymphocytes	T cells	T cells	FALSE	Based on cluster	32	Excluded T cells		
CD66b_GZMB_IDO_LAG3_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	10666	Epithelial cells		
CD66b_GZMB_IDO_LAG3_panCK_PDL1	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	F					
CD66b_GZMB_IDO_LAG3_panCK_PDL1	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	FALSE	Epithelial cells	10129	Epithelial cells	"panCK,CAM52"	
CD68	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	NA	Epithelial cells	36504	Epithelial cells	"panCK,CAM52"	
CD68	Macrophages	Macrophages	NA	NA	TRUE		65994	Leukocytes		
CD68	Macrophages	Macrophages	NA	NA	TRUE		57133	Macrophages_Epithelial cells		
CD68_CD16	Macrophages	Macrophages	NA	NA	TRUE		78947	Macrophages_Excluded Macrophages		
CD68_CD73_CAIX_CD31	Endothelial cells	Endothelial cells	NA	NA	TRUE		1157	Excluded Endothelial cells		
CD68_CD8a	CD8 T cells	CD8	NA	NA	T	?	11295	CD8		
CD68_MHCII_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	23416	Epithelial cells		
CD68_panCK	Ambiguous	Ambiguous	Ambiguous	Ambiguous	T	flowSOM_NF	6052	Excluded Epithelial cells		
CD68_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	35619	Epithelial cells		
CD68_panCK	Epithelial cells	Epithelial cells	NA	NA	T					
CD68_panCK_PD1	Ambiguous	Ambiguous	Epithelial cells	Epithelial cells	F					
CD68_panCK_PD1	Ambiguous	Ambiguous	Epithelial cells	Epithelial cells	FALSE	LowerConf Epithelial cells	1326	Excluded Epithelial cells	"panCK,CAM52"	
CD68_panCK_PD1	Epithelial cells Region	Epithelial cells Region	Epithelial cells	Epithelial cells	NA	LowerConf Epithelial cells	5099	Excluded Epithelial cells	"panCK,CAM52"	
CD68_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	3680	Excluded Epithelial cells		
CD73	Unassigned	Unassigned	NA	NA	T	FastPG_False	Epithelial cells	5961	Epithelial cells	
CD73	Epithelial cells	Epithelial cells	Unassigned	Unassigned	F		29465	Epithelial cells		
CD73	Leukocytes	Leukocytes	Unassigned	Unassigned	F	NA	14710	Leukocytes		
CD73	Unassigned	Epithelial cells	Unassigned	Unassigned	F	FastPG_False	Epithelial cells	5209	Epithelial cells	
CD73_CAIX_CD31_LAG3	Endothelial cells	Endothelial cells	NA	NA	TRUE		5683	Excluded Endothelial cells		
CD73_MCT4	Leukocytes	Leukocytes	NA	NA	TRUE		1362	Leukocytes		
CD73_MCT4	Epithelial cells	Epithelial cells	Unassigned	Unassigned	F		17764	Epithelial cells		
CD73_MCT4_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	14684	Epithelial cells		
CD73_MCT4_panCK_PD1	Epithelial cells	Epithelial cells	NA	NA	T	NA	2245	Excluded Epithelial cells		
CD73_MCT4_panCK_PD1_PDL1	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	TRUE	LowerConf Epithelial cells	6890	Excluded Epithelial cells	"panCK,CAM52"	
CD73_MCT4_panCK_PD1_PDL1	Epithelial cells	Epithelial cells	NA	NA	T					
CD73_MCT4_panCK_PDL1	Epithelial cells	Epithelial cells	NA	NA	T	NA	17764	Epithelial cells		
CD73_panactin_panCK	Epithelial cells	Epithelial cells	NA	NA	T	flowSOM_NF	4092	Epithelial cells		
CD73_panCK	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	TRUE	Epithelial cells|LowerConf Epithelial cells	31054	Epithelial cells_Excluded Epithelial cells	"panCK,CAM52"	
CD73_panCK	Epithelial cells	Epithelial cells	NA	NA	T	NA	63570	Epithelial cells		
CD73_panCK	Epithelial cells	Epithelial cells	NA	NA	T					
CD79a	B cells	B cells	B cells	B cell lineage	F	24	194918	24	"Vimentin,CD45,CD20,CD79a"	
CD79a	B cells	B cell lineage	B cells	B cell lineage	TRUE	B cells	37423	B cells	"Vimentin,CD45,CD79a"	
CD79a	Epithelial cells	Epithelial cells	Epithelial cells	Epithelial cells	NA	Epithelial cells	9193	Epithelial cells	"panCK,CAM52"	
CD79a	B cells	B cell lineage	NA	NA	TRUE		96242	B cells		
CD79a	B cells	B cell lineage	NA	NA	TRUE		61459	B cells_Leukocytes		
CD79a	B cells	B cells	B cells	B cell lineage	F	Rpheno_NF	194918	24		
CD79a_CD14	B cells	B cells	B cells	B cell lineage	FALSE		3363	B cells		
CD79a_CD20	B cells	B cells	NA	NA	TRUE		35293	B cells		
CD79a_CD38	B cells	Plasma cells	NA	NA	TRUE		13414	B cells		
CD79a_GZMB_MPO	B cells	B cells	NA	NA	T	NA	2550	B cells		
CD79a_panCK	Ambiguous	Ambiguous	NA	NA	T	21	3114	21		
CD79a_panCK	Epithelial cells Region	Epithelial cells Region	NA	NA	T	21	36891	21	"panCK,CAM52"	
CD79a_VISTA	B cells	B cell lineage	NA	NA	T	NA	8345	B cells		
CD79a_VISTA	B cells	B cell lineage	NA	NA	T					
CD8a	CD8 T cells	CD8 T cells	CD8 T cells	CD8 T cells	TRUE	CD8 T cells	16318	CD8 T cells	"Vimentin,CD45,CD3,CD8a"	
CD8a	CD8 T cells	CD8	NA	NA	TRUE		34758	CD8		
CD8a	CD8 T cells	CD8	NA	NA	TRUE		47252	CD8		
CD8a	CD8 T cells	CD8 T cells	NA	NA	T					
CD8a_CD103	CD8 T cells	CD8 Trm	NA	NA	TRUE		11610	CD8_Excluded CD8		
CD8a_CD16	CD8 T cells	CD8	NA	NA	TRUE		14347	CD8		
CLEC9a	Epithelial cells Region	Epithelial cells Region	Epithelial cells	Epithelial cells	NA	Epithelial cells	90	Epithelial cells	"panCK,CAM52"	
CLEC9a	Leukocytes	Leukocytes	NA	NA	TRUE		3274	Leukocytes		
CLEC9a	Leukocytes	Leukocytes	NA	NA	TRUE		3274	Leukocytes		
CLEC9a	Epithelial cells	Epithelial cells	Unassigned	Unassigned	F		2764	Epithelial cells		
CLEC9a	Unassigned	Epithelial cells	Unassigned	Unassigned	F	Do not assign to major	Epithelial cells	90	Epithelial cells	"panCK,CAM52"
CLEC9a	Unassigned	Unassigned	Unassigned	Unassigned	T	Do not assign to major	Epithelial cells	1008	Epithelial cells	
CLEC9a	Epithelial cells	Epithelial cells	Unassigned	Unassigned	FALSE	Epithelial cells	1008	Epithelial cells		
CLEC9a_CD11c_CD66b_TCRd	B cells	B cells	NA	NA	TRUE	Based on the clusterr	363	B cells		
CLEC9a_CD45	Leukocytes	Leukocytes	NA	NA	TRUE		373	Excluded Leukocytes		
CLEC9a_CD56_CD11c_CD11b_CD66b	Myeloid cells	mDC	NA	NA	TRUE		1241	Excluded Myeloid cells		
CLEC9a_CD56_CD4_IDO_TCRd	CD4 T cells	Cytotoxic lymphocytes	CD4	CD4	FALSE		72	Excluded CD4		
CLEC9a_CD56_panactin	Leukocytes	NK cells	NA	NA	TRUE		8914	Leukocytes		
CLEC9a_CD56_PD1_panCK_CD73_CD103	Epithelial cells	Epithelial cells	NA	NA	TRUE		1333	Excluded Epithelial cells		
CLEC9a_CD56_TIM3_panactin_CD3_LAG3	T cells	Cytotoxic lymphocytes	T cells	T cells	FALSE		354	T cells		
CLEC9a_GZMB	Leukocytes	Cytotoxic cells	Leukocytes	Leukocytes	F	NA	1190	Leukocytes		
CLEC9a_GZMB	Leukocytes	GZMB+ cells	Leukocytes	NA	F	NA	1190	Leukocytes		
CLEC9a_GZMB_CD73	Leukocytes	Cytotoxic cells	Unassigned	Unassigned	FALSE		1190	Leukocytes		
CLEC9a_GZMB_CD73	Leukocytes	GZMB+ cells	Unassigned	Unassigned	F	NA	1097	Leukocytes		
CLEC9a_KIR2DL3_CD56_CD79a_CD4_IDO_CD16_CD66b_CD38_LAG3_TCRd_MCT4_PDL1	Ambiguous	Cytotoxic lymphocytes	Ambiguous	Ambiguous	FALSE		102	Excluded CD4		
CLEC9a_KIR2DL3_CD56_CD79a_CD4_IDO_CD16_CD66b_CD38_LAG3_TCRd_MCT4_PDL1	Epithelial cells	Cytotoxic lymphocytes	Epithelial cells	Epithelial cells	FALSE		57	Excluded CD4		
CLEC9a_KIR2DL3_CD56_CD79a_CD4_IDO_CD16_CD66b_CD38_TCRd_MCT4	Ambiguous	Cytotoxic lymphocytes	Ambiguous	Ambiguous	F	NA	34	Excluded CD4		
CLEC9a_KIR2DL3_CD56_TIM3_CD14_CD3_IDO_CD73_CD16_CAIX_CD66b_CD38_LAG3_TCRd_MCT4_PDL1	Monocytes	Cytotoxic lymphocytes	Ambiguous	Ambiguous	FALSE		88	Excluded CD4		
CLEC9a_KIR2DL3_CD56_TIM3_CD14_PD1_panCK_CD73_CAIX_CD11c_CD66b_CD103_MCT4	Epithelial cells	Epithelial cells	NA	NA	TRUE		139	Excluded Epithelial cells		
CLEC9a_KIR2DL3_CD56_TIM3_CD3_CD73_CD11c_CD66b_TCRd_MCT4	T cells	Cytotoxic lymphocytes	T cells	T cells	FALSE		73	Excluded T cells		
CLEC9a_KIR2DL3_CD56_TIM3_CD3_IDO_CD73_CD66b_LAG3_MCT4	T cells	Cytotoxic lymphocytes	T cells	T cells	FALSE		109	Excluded CD4		
